id,name,categories,difficulty,solved
650D,"Zip-line","binary search;data structures;dp;hashing",2600,872
650C,"Table Compression","dfs and similar;dp;dsu;graphs;greedy",2200,1548
650B,"Image Preview","binary search;brute force;dp;two pointers",1900,2924
650A,"Watchmen","data structures;geometry;math",1400,10790
645G,"Armistice Area Apportionment","binary search;geometry",3200,89
645F,"Cowslip Collections","combinatorics;math;number theory",2500,467
645E,"Intellectual Inquiry","dp;greedy;strings",2200,1023
645D,"Robot Rapping Results Report","binary search;dp;graphs",1800,2165
645C,"Enduring Exodus","binary search;two pointers",1600,2426
645B,"Mischievous Mess Makers","greedy;math",1200,2715
645A,"Amity Assessment","brute force;constructive algorithms;implementation",1200,2653
644C,"Hostname Aliases","*special problem;binary search;data structures;implementation;sortings;strings",2100,835
644B,"Processing Queries","*special problem;constructive algorithms;data structures;two pointers",1700,2327
644A,"Parliament of Berland","*special problem;constructive algorithms",1000,3803
643G,"Choosing Ads","data structures",3200,385
643F,"Bears and Juice","dp;math;meet-in-the-middle",2900,367
643E,"Bear and Destroying Subtrees","dp;math;probabilities;trees",2700,361
643D,"Bearish Fanpages","unknown",2900,238
643C,"Levels and Regions","dp",2400,865
643B,"Bear and Two Paths","constructive algorithms;graphs",1600,2765
643A,"Bear and Colors","implementation",1500,3568
641G,"Little Artem and Graph","unknown",2300,69
641F,"Little Artem and 2-SAT","unknown",3000,116
641E,"Little Artem and Time Machine","data structures",2000,2073
641D,"Little Artem and Random Variable","dp;implementation;math;probabilities",2400,767
641C,"Little Artem and Dance","brute force;constructive algorithms;implementation",1800,2569
641B,"Little Artem and Matrix","implementation",1400,3465
641A,"Little Artem and Grasshopper","implementation",1000,5059
639F,"Bear and Chemistry","data structures;dfs and similar;graphs;trees",3300,240
639E,"Bear and Paradox","binary search;greedy;math;sortings",2800,406
639D,"Bear and Contribution","data structures;greedy;sortings;two pointers",2400,669
639C,"Bear and Polynomials","hashing;implementation;math",2200,1078
639B,"Bear and Forgotten Tree 3","constructive algorithms;graphs;trees",1600,5382
639A,"Bear and Displayed Friends","implementation",1200,4978
638D,"Three-dimensional Turtle Super Computer","brute force;dfs and similar;graphs",1800,600
638C,"Road Improvement","*special problem;dfs and similar;graphs;greedy;trees",1800,1056
638B,"Making Genome in Berland","*special problem;dfs and similar;strings",1500,1532
638A,"Home Numbers","*special problem;constructive algorithms;math",1100,3072
637D,"Running with Obstacles","*special problem;data structures;dp;greedy",1600,1701
637C,"Promocodes with Mistakes","*special problem;brute force;constructive algorithms;implementation",1400,2263
637B,"Chat Order","*special problem;binary search;constructive algorithms;data structures;sortings",1200,7295
637A,"Voting for Photos","*special problem;constructive algorithms;implementation",1000,4222
635A,"Orchestra","brute force;implementation",1100,2345
634A,"Island Puzzle","constructive algorithms;implementation",1300,2736
633H,"Fibonacci-ish II","data structures;implementation",3100,284
633G,"Yash And Trees","bitmasks;data structures;dfs and similar;math;number theory",2800,484
633F,"The Chocolate Spree","dfs and similar;dp;graphs;trees",2600,528
633E,"Startup Funding","binary search;constructive algorithms;data structures;probabilities;two pointers",2400,496
633D,"Fibonacci-ish","brute force;dp;hashing;implementation;math",2000,2031
633C,"Spy Syndrome 2","data structures;dp;hashing;implementation;sortings;string suffix structures;strings",1900,1957
633B,"A Trivial Problem","brute force;constructive algorithms;math;number theory",1300,5249
633A,"Ebony and Ivory","brute force;math;number theory",1100,8315
632F,"Magic Matrix","brute force;divide and conquer;graphs;matrices;trees",2400,514
632E,"Thief in a Shop","divide and conquer;dp;fft;math",2400,1357
632D,"Longest Subsequence","brute force;math;number theory",2100,1988
632C,"The Smallest String Concatenation","sortings;strings",1700,3787
632B,"Alice, Bob, Two Teams","brute force;constructive algorithms",1400,3102
632A,"Grandma Laura and Apples","unknown",1200,3540
631E,"Product Sum","data structures;dp;geometry",2600,1310
631D,"Messenger","data structures;hashing;implementation;string suffix structures;strings",2100,1633
631C,"Report","data structures;sortings",1700,3128
631B,"Print Check","constructive algorithms;implementation",1200,5889
631A,"Interview","brute force;implementation",900,7385
630R,"Game","games;math",1200,5855
630Q,"Pyramids","geometry;math",1700,895
630P,"Area of a Star","geometry",2100,674
630O,"Arrow","geometry",2000,539
630N,"Forecast","math",1300,3417
630M,"Turn","geometry;math",1800,846
630L,"Cracking the Code","implementation;math",1400,2613
630K,"Indivisibility","math;number theory",1500,3211
630J,"Divisibility","math;number theory",1100,7341
630I,"Parking Lot","combinatorics;math",1700,3191
630H,"Benches","combinatorics;math",1400,2985
630G,"Challenge Pennants","combinatorics;math",1600,1814
630F,"Selection of Personnel","combinatorics;math",1300,4526
630E,"A rectangle","math",1900,1585
630D,"Hexagons!","math",1100,6500
630C,"Lucky Numbers","combinatorics;math",1100,11827
630B,"Moore's Law","math",1200,5202
630A,"Again Twenty Five!","number theory",800,23775
629E,"Famil Door and Roads","combinatorics;data structures;dfs and similar;dp;probabilities;trees",2300,705
629D,"Babaei and Birthday Cake","data structures;dp",2000,2905
629C,"Famil Door and Brackets","dp;strings",2000,2237
629B,"Far Relative’s Problem","brute force",1100,6475
629A,"Far Relative’s Birthday Cake","brute force;combinatorics;constructive algorithms;implementation",800,9747
628F,"Bear and Fair Set","flows",2500,429
628E,"Zbazi in Zeydabad","data structures;implementation",2300,531
628D,"Magic Numbers","dp",2200,2608
628C,"Bear and String Distance","greedy;strings",1300,4172
628B,"New Skateboard","dp",1300,7167
628A,"Tennis Tournament","implementation;math",1000,4803
627F,"Island Puzzle","dfs and similar;dsu;graphs;trees",3400,127
627E,"Orchestra","two pointers",3000,314
627D,"Preorder Test","binary search;dfs and similar;dp;graphs;greedy;trees",2600,567
627C,"Package Delivery","data structures;divide and conquer;greedy",2200,956
627B,"Factory Repairs","data structures",1700,2037
627A,"XOR Equation","dp;math",1700,3034
626G,"Raffles","data structures;dp;greedy;math",3100,321
626F,"Group Projects","dp",2400,1522
626E,"Simple Skewness","binary search;math;ternary search",2400,989
626D,"Jerry's Protest","brute force;combinatorics;dp;probabilities",1800,2250
626C,"Block Towers","brute force;greedy;math;number theory",1600,3701
626B,"Cards","constructive algorithms;dp;math",1300,5470
626A,"Robot Sequence","brute force;implementation",1000,5213
625E,"Frog Fights","data structures;greedy",2800,174
625D,"Finals in arithmetic","constructive algorithms;implementation;math",2400,543
625C,"K-special Tables","constructive algorithms;implementation",1300,5708
625B,"War of the Corporations","constructive algorithms;greedy;strings",1200,7743
625A,"Guest From the Past","implementation;math",1700,4650
624B,"Making a String","greedy;sortings",1100,6354
624A,"Save Luke","math",800,7913
623E,"Transforming Sequence","combinatorics;dp;fft;math",3300,336
623D,"Birthday","greedy;math;probabilities",2700,365
623C,"Electric Charges","binary search;dp",2900,372
623B,"Array GCD","dp;greedy;number theory",2300,1495
623A,"Graph and String","constructive algorithms;graphs",1800,3685
622F,"The Sum of the k-th Powers","math",2600,1329
622E,"Ants in Leaves","dfs and similar;greedy;sortings;trees",2200,1322
622D,"Optimal Number Permutation","constructive algorithms",1900,2091
622C,"Not Equal on a Segment","data structures;implementation",1700,4406
622B,"The Time","implementation",900,6555
622A,"Infinite Sequence","implementation;math",1000,6926
621E,"Wet Shark and Blocks","dp;matrices",2000,1956
621D,"Rat Kwesh and Cheese","brute force;constructive algorithms;math",2400,855
621C,"Wet Shark and Flowers","combinatorics;math;number theory;probabilities",1700,4121
621B,"Wet Shark and Bishops","combinatorics;implementation",1300,8264
621A,"Wet Shark and Odd and Even","implementation",900,14588
620F,"Xors on Segments","data structures;strings;trees",2800,417
620E,"New Year Tree","bitmasks;data structures;trees",2100,2631
620D,"Professor GukiZ and Two Arrays","binary search;two pointers",2200,1151
620C,"Pearls in a Row","greedy",1500,4425
620B,"Grandfather Dovlet’s calculator","implementation",1000,7058
620A,"Professor GukiZ's Robot","implementation;math",800,9346
618G,"Combining Slimes","dp;math;matrices;probabilities",3300,117
618F,"Double Knapsack","constructive algorithms;two pointers",3000,589
618E,"Robot Arm","data structures;geometry",2500,486
618D,"Hamiltonian Spanning Tree","dfs and similar;dp;graph matchings;greedy;trees",2200,1410
618C,"Constellation","geometry;implementation",1600,3522
618B,"Guess the Permutation","constructive algorithms",1100,6366
618A,"Slime Combining","implementation",800,7044
617E,"XOR and Favorite Number","data structures",2200,3957
617D,"Polyline","constructive algorithms;implementation",1700,3613
617C,"Watering Flowers","implementation",1600,4123
617B,"Chocolate","combinatorics",1300,11438
617A,"Elephant","math",800,64352
616F,"Expensive Strings","string suffix structures;strings",2700,356
616E,"Sum of Remainders","implementation;math;number theory",2200,1525
616D,"Longest k-Good Segment","binary search;data structures;two pointers",1600,4988
616C,"The Labyrinth","dfs and similar",1600,3775
616B,"Dinner with Emma","games;greedy",1000,7923
616A,"Comparing Two Long Integers","implementation;strings",900,6866
615E,"Hexagons","binary search;implementation;math",2100,862
615D,"Multipliers","math;number theory",2000,2838
615C,"Running Track","dp;greedy;strings;trees",2000,1933
615B,"Longtail Hedgehog","dp;graphs",1600,4028
615A,"Bulbs","implementation",800,13146
614B,"Gena's Code","implementation;math",1400,5426
614A,"Link/Cut Tree","brute force;implementation",1500,6406
613E,"Puzzle Lover","dp;hashing;strings",3200,255
613D,"Kingdom and its Cities","dfs and similar;divide and conquer;dp;graphs;sortings;trees",2800,1181
613C,"Necklace","constructive algorithms;math",2500,822
613B,"Skills","binary search;brute force;dp;greedy;sortings;two pointers",1900,1775
613A,"Peter and Snow Blower","binary search;geometry;ternary search",1900,2815
612F,"Simba on the Circle","dp",2600,196
612E,"Square Root of Permutation","combinatorics;constructive algorithms;dfs and similar;graphs;math",2200,956
612D,"The Union of k-Segments","greedy;sortings",1800,2538
612C,"Replace To Make Regular Bracket Sequence","data structures;expression parsing;math",1400,5249
612B,"HDD is Outdated Technology","implementation;math",1200,5226
612A,"The Text Splitting","brute force;implementation;strings",1300,5421
611H,"New Year  and Forgotten Tree","constructive algorithms;flows;graphs",3200,315
611G,"New Year and Cake","geometry;two pointers",2900,318
611F,"New Year and Cleaning","binary search;implementation",2500,387
611E,"New Year and Three Musketeers","data structures;greedy;sortings",2400,753
611D,"New Year and Ancient Prophecy","dp;hashing;strings",2000,2116
611C,"New Year and Domino","dp;implementation",1500,7214
611B,"New Year and Old Property","bitmasks;brute force;implementation",1300,7000
611A,"New Year and Days","implementation",900,9916
610E,"Alphabet Permutations","data structures;strings",2500,497
610D,"Vika and Segments","constructive algorithms;data structures;geometry;two pointers",2300,980
610C,"Harmony Analysis","constructive algorithms",1800,2552
610B,"Vika and Squares","constructive algorithms;implementation",1300,5389
610A,"Pasha and Stick","combinatorics;math",1000,12475
609F,"Frogs and mosquitoes","data structures;greedy",2500,674
609E,"Minimum spanning tree for each edge","data structures;dfs and similar;dsu;graphs;trees",2100,3429
609D,"Gadgets for dollars and pounds","binary search;greedy;two pointers",2000,1766
609C,"Load Balancing","implementation;math",1500,4655
609B,"Книга - лучший подарок","constructive algorithms;implementation",1100,6641
609A,"Флеш-карты","greedy;implementation;sortings",800,12340
608B,"Hamming Distance Sum","combinatorics;strings",1500,5005
608A,"Saitama Destroys Hotel","implementation;math",1000,7316
607E,"Cross Sum","binary search;geometry",3300,187
607D,"Power Tree","data structures;trees",2600,440
607C,"Marbles","hashing;strings",2500,667
607B,"Zuma","dp",1900,5284
607A,"Chain Reaction","binary search;dp",1600,7006
606B,"Testing Robots","implementation",1600,2557
606A,"Magic Spheres","implementation",1200,6639
605E,"Intergalaxy Trips","probabilities;shortest paths",2700,654
605D,"Board Game","data structures;dfs and similar",2500,636
605C,"Freelancer's Dreams","geometry",2400,927
605B,"Lazy Student","constructive algorithms;data structures;graphs",1700,2900
605A,"Sorting Railway Cars","constructive algorithms;greedy",1600,5895
604B,"More Cowbell","binary search;greedy",1400,6710
604A,"Uncowed Forces","implementation",1000,7219
603E,"Pastoral Oddities","data structures;divide and conquer;dsu;math;trees",3000,457
603D,"Ruminations on Ruminants","geometry;math",2900,265
603C,"Lieges of Legendre","games;math",2200,1536
603B,"Moodular Arithmetic","combinatorics;dfs and similar;dsu;math;number theory",1800,2194
603A,"Alternative Thinking","dp;greedy;math",1600,6139
602B,"Approximating a Constant Range","dp;implementation;two pointers",1400,7417
